UserTags,TimeStamps,Tweets,Replys,ReTweets,Likes
,2019-03-03T05:55:47.000Z,"Firstpost: Kerala farmer suicides show 2018 flood relief measures haven't reached a large section of the populace

https://firstpost.com/india/kerala-farmer-suicides-show-2018-flood-relief-measures-havent-reached-a-large-section-of-the-populace-6184561.html…

via 
@GoogleNews",,,
,2018-08-25T04:31:00.000Z,"Our vulnerability to extreme #rainfall is increasing as land dvpt is changing drainage patterns. When there is more rain than soil can absorb, water will run-off overwhelming streams, drains and rivers: Roxy Mathew Koll, tropical meteorology expert http://bit.ly/2Mx5sLK #Kerala",,4,5
,2018-08-25T08:45:00.000Z,"Between 1920-1990, 40% of #WesternGhats forests across 6 states were cut, loosening soil, reducing its water-absorbing capacity & increasing vulnerability to more intense rain in era of #climatechange. #KeralaFloods http://bit.ly/2Mx5sLK",1,15,12
,2018-09-13T17:10:46.000Z,"Kerala seeks Rs 4,700 crore as compensation for flood damage

#KeralaGovernment #KeralaFloods #FinancialAidforKerala #KeralaDisasterResponseFund 
@CMOKerala
 @BJP4Keralam
 @vijayanpinarayi  http://eenaduindia.com/states/south/kerala/othersinkerala/2018/09/13191524/Kerala-seeks-Rs-4700-crore-as-compensation-for-flood.vpf…",,,
,2018-08-12T18:06:05.000Z,"CM Vijayan said that nearly 20,000 houses have been fully damaged while nearly 10,000 km of state PWD roads have been damaged in the Kerala floods.
(
@Itsgopikrishnan
)
https://indiatoday.in/india/story/kerala-floods-loss-rs-8-316-crore-says-cm-pinrayi-vijayan-1312743-2018-08-12…",4,13,51
,2018-09-25T22:21:32.000Z,"The devastating floods in August had wreaked havoc in Kerala, with 15,000-odd houses completely damaged. A month later, 2,241 people from 711 families are still in camps.",5,8,59
,2018-08-18T09:00:08.000Z,"UN chief Antonio Guterres has expressed sadness over the flooding and extensive damage and displacement caused in rain-battered Kerala
https://indiatoday.in/india/story/un-chief-expresses-sadness-over-destruction-caused-by-kerala-flood-1317560-2018-08-18…",,,
,2018-08-22T12:52:20.000Z,"The #ICOMOS, a global monument conservation body, has launched an initiative to assess the damage to the rich cultural and built heritage in flood-devastated Kerala and set up an emergency response platform, an official said today.
https://dtnext.in/News/National/2018/08/22180748/1085395/ICOMOS-launches-initiative-to-save-cultural-heritage-.vpf… #KeralaFloods",,,
,2018-08-24T11:16:36.000Z,"#Kerala should be treated on a different yardstick for extending flood relief assistance as its huge loss cannot be compared with damage in any other state at any point of time, Chief Minister #PinarayiVijayan said.

#KeralaFloodsRelief 

http://dtnext.in/News/National/2018/08/24162403/1085642/Treat-Kerala-on-different-yardstick-for-flood-relief-.vpf…",,,
,2018-08-22T03:53:01.000Z,"The Kochi airport has been shut down since August 15 after floodwater breached the periphery walls and flooded the runway, making it unfit for use. 
#KeralaSOS
(
@Ankit_Tyagi01
)
https://indiatoday.in/india/story/kochi-airport-damage-rs-250-crore-kerala-floods-massive-repair-work-on-1320191-2018-08-22…",,7,22
,2021-04-28T18:44:42.000Z,"Kerala did expected the aid in 2018 massive flood, 
But !",,,1
,2020-12-28T05:22:12.000Z,"#IamWithKhalsaAid ..below news is from 2018 kerala floods...
@sudhirchaudhary
 ..khalsa aid serving langer there...
@ZeeNews
 should be ashamed keep sucking modi thats all u can do..but in case u r in need let us know.when we do seva we don't differentiate between enemy and friend.",,,
,2021-07-08T14:18:23.000Z,"Kerala Floods 2018 :

We have installed a water purification system in SNDP High School. Not only 82 school students will be benefitting from this purification system, but the local 60 families shall also get clean drinking water.

Thank you for your support ",8,84,737
,2020-12-26T14:57:56.000Z,"In 2018 the Indian state of Kerala was hit by devastating floods, Khalsa Aid carried out amazing seva in Kerala !⁣
⁣Today as our Panjabi farmers protest in Delhi the people of Kerala have delivered a huge truck full of pineapples for the farmers !!
⁣#supportfarmers",1,10,30
,2023-12-22T10:06:26.000Z,"For the Kerala floods in 2018, that drowned 3/4th of the state, ever benevolent union govt gave Kerala 500Cr in Aid.
From this they took 206Cr for rice given & 106 Cr for deploying the army for rescue.

That is the glorious federalism!",5,33,90
,2018-08-25T05:33:33.000Z,"Happy Onam everyone.
#KeralaFloods helped us identify the Mavelis, who stood with us during difficult times (who were portrayed as demons) and the Vamanas (who backstabbed us, who were saints as per the media ). Lets rally behind Maveli and rebuild Kerala.. #NammudeKeralam",1,51,69
,2020-05-30T07:56:12.000Z,"Prabhas Charity Works : 

Charity Events in Mogalthuru. 
Financial support to a fan father - Yogi. (2007) 
75L to Cuddalore (Tamilnadu) Floods. (2016) 
25L to Victims Utharkhand Floods. (2013)
Financial support to fan family -Mirchi. (2013) 
1Cr to Kerala Relief Fund. (2018)",1,78,100
,2020-03-28T12:03:04.000Z,2018 kerala flood - #AhmadiYouth Hyderbad Team came for support #HumanityFirst  kerala chapter,,24,23
,2018-07-30T10:17:20.000Z,My intervention in the Lok Sabha today on severe flooding & coastal erosion in Kerala because of the heavy rains. The state needs 830 cr in Central assistance; New Delhi gave it 80!,28,118,450
