UserTags,TimeStamps,Tweets,Replys,ReTweets,Likes
,2018-08-10T10:53:58.000Z,"The Centre today assured the Kerala government of all possible help in rescue and relief operations in the wake of rains and floods, which so far have claimed 26 lives in the state.
https://dtnext.in/News/National/2018/08/10155915/1083669/Rajnath-assures-Kerala-CM-all-help-to-deal-with-rains-.vpf?TId=112133… #keralarains #Keralaflood",,,
,2018-08-18T09:39:45.000Z,"PM reviews relief and rescue operations in flood-hit Kerala, announces Rs 500 crore assistance http://dlvr.it/QgHd5B",,2,3
,2018-08-18T19:18:24.000Z,"Kerala floods: Air India to carry rescue operations
http://bit.ly/2Pj10OH #KeralaNeedsU #AirIndia",,1,1
,2018-09-18T10:33:07.000Z,"After heading mega rescue operations during the flood, Kerala police is going to launch a project to support the flood-affected children in the state with a project HOPE
https://indiatoday.in/india/story/kerala-police-to-launch-project-hope-for-flood-affected-children-1342873-2018-09-18…",,,
,2018-08-20T16:19:26.000Z,"#KeralaSOS
CM @vijayanpinarayi today told the media that rescue and relief operations are nearing completion in flood-hit Kerala.
https://indiatoday.in/india/story/kerala-floods-live-updates-rescue-relief-pinarayi-vijayan-1318738-2018-08-20…",1,5,21
,2018-08-17T19:57:25.000Z,British mum trapped in Kerala tells ITV News of flood horror http://itv.com/news/2018-08-17/eight-people-in-a-house-nearby-are-still-under-the-mud-british-mother-trapped-in-kerala-tells-of-flood-horror/…,,,
,2018-08-20T13:43:11.000Z,Kerala floods: fears thousands still trapped as waters recede http://dlvr.it/QgVTBJ,,,
,2018-08-18T22:16:01.000Z,The worst floods in nearly a century in Kerala kill hundreds and leave thousands trapped https://ubnm.co/cKz58u (via http://cnn.com) #News #trending #TrendingNews,,,
,2018-08-20T13:44:55.000Z,Kerala #FLOODS: fears thousands still trapped as waters recede http://gpwx.news/i0cd3 #GPWX,,,
,2018-08-18T07:36:33.000Z,"witnessing something that has never happened before in the history
324 dead,  220,000 left #homeless and thousands still trapped in southern #India/n #floods
https://theguardian.com/world/2018/aug/17/kerala-floods-death-toll-rescue-effort-india…",,1,1
,2018-08-18T14:06:34.000Z,"With power and communication lines down, thousands remained trapped in towns and villages cut off by the floods amid growing shortages of food and water
#KeralaFloods 
https://samaa.tv/global/2018/08/flood-rescue-stepped-up-as-more-torrential-rain-batters-kerala/…",1,2,16
,2018-08-20T13:45:10.000Z,Kerala #FLOODS: fears thousands still trapped as waters recede http://gpwx.news/i0cd3,,,
,2018-08-17T05:22:49.000Z,"ആലുവയില്‍ രക്ഷാപ്രവര്‍ത്തനത്തിന് പോയ പൊലീസുകാര്‍ കുടുങ്ങി
#Keralafloods 
#Keralarain 
#Policementrapped #Rescueoperations #Keralafloods2018 
#Aluva

http://zeenews.india.com/malayalam/kerala/kerala-floods-2018-police-officers-trapped-during-resue-in-aluva-19247…",,,
,2018-08-19T14:15:00.000Z,"Thousands remain trapped in towns and villages cut off by the floods, and heavy rain forecast in coming days threatens to compound the disaster. 

https://nst.com.my/world/2018/08/403160/more-bodies-found-flooded-kerala-toll-hits-357…",,2,
,2018-08-18T05:36:55.000Z,This is awful.  Not getting much attention.   https://sbs.com.au/yourlanguage/malayalam/en/article/2018/08/17/thousands-trapped-flood-hit-indian-state-kerala-airlifting-continues…,,,1
,2018-08-18T18:22:05.000Z,"Devastating flooding in Kerala, #India has claimed the lives of at least 324, left an estimated 220,000 homeless. No one knows yet how many people are simply trapped by the torrential rains and water-rise.

https://theguardian.com/world/2018/aug/17/kerala-floods-death-toll-rescue-effort-india…",,,
,2018-08-19T11:52:59.000Z,"#Keralaflood 2018: Unsung heroes bring smiles to stranded in rain ravaged state
https://financialexpress.com/india-news/kerala-flood-2018-unsung-heroes-bring-smiles-to-stranded-in-rain-ravaged-state/1285446/…",1,,2
,2018-08-22T07:29:32.000Z,"With operations to rescue stranded people from flood-affected areas nearing a close, the Kerala government turned its attention to cleaning of houses and public places which were damaged in the unprecedented rains which ravaged the state.

#KeralaFloods 

http://dtnext.in/News/National/2018/08/22124756/1085371/Kerala-rain-fury-Focus-on-cleaning-houses-and-public-.vpf…",,,
,2018-08-22T04:05:46.000Z,Kerala floods: A million in camps and thousands stranded | 2018-08-22 | http://daily-sun.com http://daily-sun.com/post/331114/2018/08/22/Kerala-floods:-A-million-in-camps-and-thousands-stranded…,,,
,2018-08-19T18:45:03.000Z,Soldiers sent to rescue flood victims stranded in Kerala http://ow.ly/LUCR30lsXpw,,,
,2018-08-20T10:22:08.000Z,"6,000 still stranded, over 1m in camps in flood-hit Kerala===has been published on Vanguard News - https://vanguardngr.com/2018/08/6000-still-stranded-over-1m-in-camps-in-flood-hit-kerala/…",,1,3
,2018-08-19T12:33:06.000Z,Rescuers searched submerged villages in southwest India on Sunday in a desperate hunt for survivors after floods killed more than 350 people and stranded thousands without food or water. http://anews.com.tr/world/2018/08/19/more-bodies-found-in-flooded-indias-kerala-as-toll-hits-357…,,,
,2018-08-19T16:36:18.000Z,"Unsung heroes bring smiles to stranded in Kerala floods
           
#KeralaFloods #KeralaFloods2018 #KeralaRains #Kerala #PinarayiVijayan 
@CMOKerala
 @narendramodi
 @rajnathsingh
  @nsitharaman
 @rajnathsingh
 
@indiannavy
  @PIBTvpm
 @IAF_MCC
  

http://eenaduindia.com/news/national-news/2018/08/19192420/Unsung-heroes-bring-smiles-to-stranded-in-rain-ravaged.vpf…",,,
,2018-08-16T06:23:56.000Z,"As #Kerala weeps in incessant #Flood , 
@DefenceMinIndia
 does an exemplary work with evacuating 300 stranded in #KeralaFlood: http://newsbharati.com//Encyc/2018/8/16/Defence-in-Kerala-Flood.html… via @newsbharati 
@PMOIndia
  @rajnathsingh
 @nsitharaman
 #KeralaFloods2018 #NaturalCalamity",,,
,2018-08-23T07:23:27.000Z,"@sardesairajdeep
 Sir how can u compare kutch earthquake 2001 with Kerala flood 2018.
Earthquake 2001 - 13805-20023 casualties and 1,66,800 injured.
But in kerala flood approx 370 casualties. Situation is controllable by both state or central Govt.
@satishshuklaa
 @Poonam09801138",,1,1
,2018-12-01T12:43:33.000Z,Kerala floods led to most casualties among extreme global events in 2018: climate report https://ift.tt/2Rymuri,,,
,2018-12-01T07:04:06.000Z,"Kerala floods led to most casualties among extreme global events in 2018: climate report  The Indian Express Kerala suffered the worst flood since 1920s, displacing more than 1.4 million people from their homes and affecting 5.4 million,” the report says. http://fxmb.info/QsY8VR",,,
,2018-12-01T05:41:16.000Z,"Kerala floods led to most casualties among extreme global events in 2018: climate report | India News, The Indian Express https://indianexpress.com/article/india/kerala-floods-led-to-most-casualties-among-extreme-global-events-in-2018-climate-report-5473610/…",,,2
,2018-12-01T06:45:00.000Z,"“#Kerala suffered the worst flood since 1920s, displacing more than 1.4 million people from their homes and affecting 5.4 million,” the report says.

https://indianexpress.com/article/india/kerala-floods-led-to-most-casualties-among-extreme-global-events-in-2018-climate-report-5473610/…",,3,5
,2018-12-02T02:38:47.000Z,"'Kerala floods caused the maximum number of casualties globally among the extreme weather events this year' - 
@worldmeteo
@COP24
 @India4Climate
@CANSouthAsia
https://indianexpress.com/article/india/kerala-floods-led-to-most-casualties-among-extreme-global-events-in-2018-climate-report-5473610/…",,4,
,2018-12-01T15:54:27.000Z,"@IndianExpress
 @CMOMaharashtra
 @Dev_Fadnavis
 @ShelarAshish
 @AmeetSatam
 @ShivSena
 @GajananKirtikar
 
https://indianexpress.com/article/india/kerala-floods-led-to-most-casualties-among-extreme-global-events-in-2018-climate-report-5473610/… 
Get ready 2save every Mumbaikar fm coming disastr 
Same mistakes as Kerala here, bring same result 
Develop well stocked safe zones each Assembly
@AAPMumbai",1,4,2
,2018-12-01T06:46:07.000Z,"2018ம் ஆண்டு உலக அளவில் மிகப் பெரிய பாதிப்பினை உருவாக்கிய கேரள வெள்ளம்

#ClimateReport #KeralaFlood #WMO

https://tamil.indianexpress.com/india/wmo-report-2018-kerala-floods-led-to-most-casualties-among-extreme-global-events-in-2018/…",,2,3
