UserTags,TimeStamps,Tweets,Replys,ReTweets,Likes
,2018-08-17T19:12:05.000Z,"#KeralaFloods The rescue team lowered a doctor on to the terrace to examine her and decide if she can be airlifted.

http://bit.ly/2MVxAod",1,26,98
,2018-08-24T17:47:57.000Z,"Union Health Ministry approves additional grant of 18 crore and 71 lakh rupees to flood-affected #Kerala for disbursing to Village Health, Sanitation and Nutrition Committees.",,26,91
,2018-08-18T07:07:52.000Z,I am profoundly distressed on the plight of people of #Kerala. This is the time when Indians should come together and help our brothers and sisters. #KeralaFloods #KeralaFloodRelief,,10,56
,2018-09-03T10:58:14.000Z,"The KIMS team had received a request for general surgeons as many in the camps were affected while escaping floods. 
In the picture : Dr Srikanth, Dr. Swaroop and Dr. Bharath from #KIMS
#KIITForKerala
#KeralaReliefWork 
#KIIT #Kerala",,106,338
,2018-08-23T11:29:32.000Z,#KeralaFloods: Kerala Government has requested for additional medical teams and setting up of field hospitals. Army is moving medical assets in addition to the 12 teams already deployed. Total of approximately 3000 people have received medical aid till now.,1,11,53
,2019-08-17T19:17:13.000Z,"#KeralaFloods #KeralaFloodRelief Medical team despatched by  Southern Naval Command to Pulthumala for #Lendingahelpinghand to health officials of state administration to address health n hygiene issues in the aftermath of the landslides and floods.
@SpokespersonMoD
 @indiannavy",2,12,59
,2018-08-17T19:12:05.000Z,"#KeralaFloods The rescue team lowered a doctor on to the terrace to examine her and decide if she can be airlifted.

http://bit.ly/2MVxAod",1,26,98
,2018-08-17T08:42:01.000Z,Indian Navy evacuates pregnant woman with water bag leaking during Kerala floods: Watch |,6,6,48
,2018-08-24T17:47:57.000Z,"Union Health Ministry approves additional grant of 18 crore and 71 lakh rupees to flood-affected #Kerala for disbursing to Village Health, Sanitation and Nutrition Committees.",,26,91
,2018-08-18T11:34:52.000Z,"evacuation complete in SNIMS , Chalakka , Ernakulam ... over 700 ... all patients , students &  staff have reached  manjally camp. 6 Or 7 security remaining in campus. Message from Director of medical college .. Welldone Navy .. #KeralaFloods 
@nsitharaman",,36,83
,2018-08-19T15:18:33.000Z,Ministry of Health&Family Welfare to airlift 60 tonnes of emergency medicines tomorrow. A special train with 14 lakh litres of water & Navy ship with 8 lakh litres of water to reach Kerala by tomorrow: Government of India #KeralaFloods,1,55,118
,2018-09-03T10:58:14.000Z,"The KIMS team had received a request for general surgeons as many in the camps were affected while escaping floods. 
In the picture : Dr Srikanth, Dr. Swaroop and Dr. Bharath from #KIMS
#KIITForKerala
#KeralaReliefWork 
#KIIT #Kerala",,106,338
,2018-08-23T11:29:32.000Z,#KeralaFloods: Kerala Government has requested for additional medical teams and setting up of field hospitals. Army is moving medical assets in addition to the 12 teams already deployed. Total of approximately 3000 people have received medical aid till now.,1,11,53
,2018-08-22T03:55:43.000Z,"Doctors ,Paramedics,Nurses ,
Private hospitals ( with medical team)who are willing to work across kerala's Flood affected areas for long term are needed ..
+919846547995

floodscamp@gmail.com
@VanathiBJP
 @DrTamilisaiBJP
 @bharathshetty_y
 @manoharparrikar
 @NSawaikar",,33,58
,2018-08-18T11:34:52.000Z,"evacuation complete in SNIMS , Chalakka , Ernakulam ... over 700 ... all patients , students &  staff have reached  manjally camp. 6 Or 7 security remaining in campus. Message from Director of medical college .. Welldone Navy .. #KeralaFloods 
@nsitharaman",,36,83
,2018-08-23T11:29:32.000Z,#KeralaFloods: Kerala Government has requested for additional medical teams and setting up of field hospitals. Army is moving medical assets in addition to the 12 teams already deployed. Total of approximately 3000 people have received medical aid till now.,1,11,53
,2018-08-19T03:07:22.000Z,"#Update#KeralaFloods2018. Task force led by Major Upreti of Sudarshan Chakra Sappers involved in rescue work at Thiruvilla, one of the worst affected places, worked non-stop for 15 hours in heavy rains to evacuate 250 persons, many sick & homeless.#OpMadad#KeralaFloodRelief2018.",137,1.2K,4.6K
,2017-12-10T07:53:33.000Z,"#Thiruvananthapuram 
The people affected by 
#CycloneOkchi  welcomed only
one leader 
@ShashiTharoor
 !! They've strong faith in Tharoorji.
This is India Guys!! The most developed state #Kerala too suffering from Natural Calamity
without getting proper govt care!
Busy in election!",22,45,212
,2018-08-21T06:35:38.000Z,"#Update #KeralaFloods2018. Capt Rishav Jamwal of 13 Garhwal Rifles rescued a critical kidney patient and a 20 day old baby from Sree Narayan hospital, Ernakulam. We are at it. #OpMadad #KeralaFloodRelief 
@PIB_India
 @SpokespersonMoD
 @HQ_IDS_India",29,312,1.4K
,2018-08-18T12:15:58.000Z,"The Chief Minister said essential medicines and teams comprising medical and veterinary doctors will be immediately dispatched to the neighbouring state. #KeralaFloods #KeralaFloodsRelief
https://trib.al/LSC1ZAz",2,17,64
,2018-08-18T11:34:52.000Z,"evacuation complete in SNIMS , Chalakka , Ernakulam ... over 700 ... all patients , students &  staff have reached  manjally camp. 6 Or 7 security remaining in campus. Message from Director of medical college .. Welldone Navy .. #KeralaFloods 
@nsitharaman",,36,83
,2018-09-03T10:58:14.000Z,"The KIMS team had received a request for general surgeons as many in the camps were affected while escaping floods. 
In the picture : Dr Srikanth, Dr. Swaroop and Dr. Bharath from #KIMS
#KIITForKerala
#KeralaReliefWork 
#KIIT #Kerala",,106,338
,2018-08-19T15:18:33.000Z,Ministry of Health&Family Welfare to airlift 60 tonnes of emergency medicines tomorrow. A special train with 14 lakh litres of water & Navy ship with 8 lakh litres of water to reach Kerala by tomorrow: Government of India #KeralaFloods,1,55,118
,2018-08-23T11:29:32.000Z,#KeralaFloods: Kerala Government has requested for additional medical teams and setting up of field hospitals. Army is moving medical assets in addition to the 12 teams already deployed. Total of approximately 3000 people have received medical aid till now.,1,11,53
,2018-08-24T11:04:40.000Z,"#KeralaFloodRelief | Health Ministry approves an additional grant of Rs.18.71 crore under National Health Mission (NHM) to #Kerala for disbursing to village health, sanitation and nutrition committees as per state request (ANI)",,10,39
,2018-08-22T03:55:43.000Z,"Doctors ,Paramedics,Nurses ,
Private hospitals ( with medical team)who are willing to work across kerala's Flood affected areas for long term are needed ..
+919846547995

floodscamp@gmail.com
@VanathiBJP
 @DrTamilisaiBJP
 @bharathshetty_y
 @manoharparrikar
 @NSawaikar",,33,58
,2018-08-21T12:33:10.000Z,"#KeralaFloods: NDRF medical teams established medical camp in affected areas of Distt. Alappuzha and Thrisuur and provided medical aid to104 people. In on-going operation, NDRF has rescued 535 lives & evacuated 24,616 people and rescued 119 livestock.",,9,33
,2018-08-20T17:29:31.000Z,"I would like to express my gratitude to my dear friend 
@drshamsheervp
 founder & MD of 
@VPSHealth
 care for your kind gesture in contributing Rs 50 Crore for the relief and rehabiliation in flood affected areas in #Kerala #KeralaFloodRelief 
@CMOKerala
 @RahulGandhi
 @divyaspandana",1,4,46
