UserTags,TimeStamps,Tweets,Replys,ReTweets,Likes
,2017-02-27T18:40:06.000Z,TNBJPmedical wing plans 100 medical camps across the State to mark DeenadayalUpadhyaya centenary celebrations thisYr,5,20,84
,2017-06-28T14:50:00.000Z,"Four new #Ayurveda Hospitals in the State. Dispensaries will be started in Karakulam, Ramankari, Pallivassal & Manjalul. 16 posts created.",1,11,43
,2017-11-02T14:20:36.000Z,"Plan is to arrange trauma care facilities in Govt. medical Colleges, district & taluk hospitals and well-equipped private hospitals.",8,29,113
,2018-02-01T06:14:40.000Z,24 new govt medical colleges and hospitals to be set up by upgrading existing district hospitals: FM Arun Jaitley,4,69,151
,2021-04-23T13:22:50.000Z,"It is not about Medical Colleges..

It is about establishing Medical care centres, PHCs at every blocks throughout the state.. 

Its about establishing Fully equipped Hospitals in every Taluk

Kindly check when and who planned this infrastructure

Thank DMK later ",5,6,40
,2023-10-08T08:02:38.000Z,"Traditional Birth is a new in fashion tho. Kerala has these centres, they aren't not hospitals.",1,,2
,2024-02-28T14:33:31.000Z,Go and check the list of Medical college instituted since independence... TN is the medical capital of India...,2,1,19
,2023-10-09T09:30:19.000Z,Jagatrakshathan MP already owns 6 medical colleges and 3 dental colleges. How many more are wanted by him?,1,,3
,2022-12-10T05:26:17.000Z,"And while listing 'Great Indian Medical Colleges' conveniently forget- Madras Medical College, Christian Medical College, Vellore, Stanley Medical College, Madurai Medical College, Kottayam Medical College, Trivandrum Medical College & Calicut Medical College. Only a reminder.",,3,23
,2024-04-06T02:54:42.000Z,"Where else but our Kottayam Medical College Hospital? This hospital has , incidentally the best Urology Dept among all Kerala Govt Medical Colleges, even considering TVM.",3,,48
,2023-08-24T11:11:09.000Z,"Please don't change the direction of the discussion. I'm sure now that it is a charitable trust hospital you are talking about. There are many in Bengaluru also. 
St Martha's 
St John's 
Philomenas 
Ranga dorai 
Sathya Sai, Whitefield 
Sindhi hospital 
Karunashraya 
Sankara eye…",,,11
,2023-11-08T05:09:55.000Z,"We also have government hospitals, clinics, medical research institutes, colleges etc. What moreHope you hv read Das Capitol, communist manifesto etc.",1,,2
,2022-12-10T05:26:17.000Z,"And while listing 'Great Indian Medical Colleges' conveniently forget- Madras Medical College, Christian Medical College, Vellore, Stanley Medical College, Madurai Medical College, Kottayam Medical College, Trivandrum Medical College & Calicut Medical College. Only a reminder.",,3,23
,2024-04-06T02:54:42.000Z,"Where else but our Kottayam Medical College Hospital? This hospital has , incidentally the best Urology Dept among all Kerala Govt Medical Colleges, even considering TVM.",3,,48
,2023-08-24T11:11:09.000Z,"Please don't change the direction of the discussion. I'm sure now that it is a charitable trust hospital you are talking about. There are many in Bengaluru also. 
St Martha's 
St John's 
Philomenas 
Ranga dorai 
Sathya Sai, Whitefield 
Sindhi hospital 
Karunashraya 
Sankara eye…",,,11
,2023-11-08T05:09:55.000Z,"We also have government hospitals, clinics, medical research institutes, colleges etc. What moreHope you hv read Das Capitol, communist manifesto etc.",1,,2
,2017-02-27T18:40:06.000Z,TNBJPmedical wing plans 100 medical camps across the State to mark DeenadayalUpadhyaya centenary celebrations thisYr,5,20,84
,2017-06-28T14:50:00.000Z,"Four new #Ayurveda Hospitals in the State. Dispensaries will be started in Karakulam, Ramankari, Pallivassal & Manjalul. 16 posts created.",1,11,43
,2017-11-02T14:20:36.000Z,"Plan is to arrange trauma care facilities in Govt. medical Colleges, district & taluk hospitals and well-equipped private hospitals.",8,29,113
,2018-02-01T06:14:40.000Z,24 new govt medical colleges and hospitals to be set up by upgrading existing district hospitals: FM Arun Jaitley,4,69,151
