UserTags,TimeStamps,Tweets,Replys,ReTweets,Likes
,2018-08-17T16:18:07.000Z,"More spells of heavy rain over the weekend in #Kerala: Met dept
#KeralaFloods 
https://abplive.in/india-news/kerala-floods-more-spells-of-heavy-rain-over-the-weekend-in-state-says-met-dept-744361…",4,7,57
,2018-08-18T10:51:08.000Z,"#KeralaFloods: Govt issues red alert for Saturday in 11 districts. Heavy rainfall predicted for the day in all districts except Thiruvananthapuram, Kollam and Kasaragod

LIVE updates:",1,14,53
,2018-08-18T10:31:00.000Z,Congress president Rahul Gandhi wrote to Prime Minister Narendra Modi asking him to declare Kerala floods a national disaster after more than 300 people have died and scores misplaced,8,17,37
,2019-08-09T02:43:57.000Z,"Landslides, heavy rains in Kerala. Dear PM 
@narendramodi
 ji , 
@AmitShah
 ji,  the worst situation is in Wynad, constituency of our 
@RahulGandhi
. MP is busy with national & international politics, supporting 
@ImranKhanPTI
 on Kashmir issue. Don't know when he will be able to 1/2",1,17,50
,2019-08-14T12:13:48.000Z,Rahul Gandhi came to his parliament constituency Wayanad. He visited 15 flood reliefs camps spread across in Malappuram & Wayanad districts meeting thousands of flood affected people. Convened meetings with District collectors. Met elected representatives.,5,11,95
,2018-08-23T02:21:56.000Z,"The Elected LS MP of #Kerala who shd have personally been with the people who suffering due to  #KeralaFloods,instead is seen in Geneva & Germany with his boss, talking abt what #ModiGovt shd do & not do.Opportunistic politicians planning for 2019 elections.SHAME ON 
@INCIndia",5,27,38
,2018-08-26T15:22:06.000Z,"#KeralaFloods: Congress President 
@RahulGandhi
 to arrive in Thiruvananthapuram on 28th August to visit flood-hit regions in the state including Chengannur, Alappuzha and Angamaly. Rahul Gandhi will visit flood-affected areas in Wayanad district on 29th August, reports ANI",12,8,64
,2018-08-26T07:19:45.000Z,"While Kerala and Tamil Nadu point fingers at each other, the flooding in Wayanad has pitted Kerala against Kerala | 
@Iamtssudhir
https://newslaundry.com/2018/08/25/kerala-vs-tamil-nadu-who-caused-the-floods…",,1,2
,2018-08-16T11:08:21.000Z,"""We stand with the people of Kerala and other parts who are affected by floods"": Congress President 
@RahulGandhi
 addresses the Sanjhi Virasat Bachao Sammelan in Delhi.",3,10,84
,2019-08-13T14:20:00.000Z,"Rahul Gandhi praised the flood-hit people of his #Wayanad Lok Sabha constituency, and said, ""I left Wayanad with nothing but pride for the people I represent""

#flood #Floods2019 

https://mybs.in/2X8MJ73",3,4,37
,2018-08-28T05:06:25.000Z,"Rahul Gandhi arrives at Trivandrum airport to visit flood-hit regions in Kerala
https://goo.gl/7GWKDD 

#Ashokanews #KeralaFloods #Kerala #Visit #Wayanad  
@RahulGandhi
 @INCIndia
  #TrivandrumAirport",,,
,2018-10-18T18:00:16.000Z,Vijayan is currently in Abu Dhabi to persuade the well-heeled expatriate Malayali community there to contribute treasure and talent to rebuild flood-ravaged Kerala actively.,14,7,39
,2021-10-17T05:48:40.000Z,"NDRF teams have been deployed for rescue and relief operations in Pathanamthitta, Idukki, Alappuzha, Ernakulam, Thrissur, and Malappuram districts, reports 
@vinsonkurian
  #KeralaRains #KeralaFloods",,3,4
,2018-07-21T08:49:07.000Z,"Kerala: Central government delegation led by Union Minister Kiren Rijiju visited flooded areas of Alappuzha and Kottayam districts, said, ""government had sanctioned aid of Rs 80 crore yesterday.""",,11,75
,2018-08-23T02:21:56.000Z,"The Elected LS MP of #Kerala who shd have personally been with the people who suffering due to  #KeralaFloods,instead is seen in Geneva & Germany with his boss, talking abt what #ModiGovt shd do & not do.Opportunistic politicians planning for 2019 elections.SHAME ON 
@INCIndia",5,27,38
,2018-08-21T17:45:33.000Z,"CPM Kerala secretary Kodiyeri Balakrishnan says Rs 16,43,73,940 has been collected by party workers through public donation drive for rehabilitation and flood relief works, money will be pooled into the CM's distress relief fund by local area committees 
@IndianExpress",,5,34
,2018-08-15T08:20:19.000Z,"Kerala is under water , for a second time 
@sanjayuvacha
 !!! But 
@rajnathsingh
 gave a pittance of 100 Cr to the state like alms, where as loss to the state may cross atleast 20000Cr! But of course Keralites will manage! 
@latpot10
 @Subytweets
 @Mnomics_
 @inquestioner",2,33,49
,2018-08-18T10:51:08.000Z,"#KeralaFloods: Govt issues red alert for Saturday in 11 districts. Heavy rainfall predicted for the day in all districts except Thiruvananthapuram, Kollam and Kasaragod

LIVE updates:",1,14,53
,2018-08-19T14:18:25.000Z,"കേരളം ദുരിതത്തിൽ... അഭിഭാഷക സംഘന വാശിയിൽ, ഹാൾ വിട്ട്കൊടുക്കില്ലെന്ന്, കലക്ടർ പൂട്ട് പൊളിച്ചു!! https://malayalam.oneindia.com/news/kerala/kerala-flood-2018-thrissur-bar-association-208107.html… #keralafloods #keralafloods2018 #rain #idukki #idukkidam #mullapperiyar #monsoon #മഴ #മണ്‍സൂണ്‍ #ഇടുക്കി #ഇടുക്കിഡാം",,3,5
,2018-08-19T09:11:00.000Z,"Relief & rescue operations in flood ravaged Kerala on war footing; NDRF deputes highest ever 58 teams in a state; Water level receding in major rivers.

https://youtu.be/ktQ05fMttx4",2,18,39
,2019-07-08T10:27:06.000Z,വീടു തകര്‍ന്നവര്‍ക്ക് നാലുലക്ഷം രൂപ അനുവദിച്ചെന്ന പഞ്ചായത്തിന്റെ ഉറപ്പില്‍ പഴയ വീട് പൂര്‍ണമായും പൊളിച്ചുനീക്കി. ഇതിനിടയിലായിരുന്നു ഭര്‍ത്താവിന്റെ മരണം. മക്കളില്ലാത്ത ഭവാനിക്ക് സഹായത്തിന് മറ്റാരുമില്ലാത്ത സ്ഥിതിയായിരുന്നു. https://mathrubhumi.com/good-news/news/mercy-cops-thrissur-build-home-for-woman-who-lost-house-kerala-flood-2018-good-news-1.3937967… #News,,,
,2018-08-23T02:21:56.000Z,"The Elected LS MP of #Kerala who shd have personally been with the people who suffering due to  #KeralaFloods,instead is seen in Geneva & Germany with his boss, talking abt what #ModiGovt shd do & not do.Opportunistic politicians planning for 2019 elections.SHAME ON 
@INCIndia",5,27,38
,2018-08-22T05:32:00.000Z,"#Idukki district recorded highest #rainfall of 14 districts in #Kerala: 679 mm between Aug 9-15, 2018, 438% or 4 times above normal. #Thrissur received the least, 180.3 mm, still 76% above normal. #KeralaFloods #floods http://bit.ly/2w2xVyR",,4,4
,2018-08-20T05:16:06.000Z,ആറാട്ടുപുഴയിൽ വഴിമാറി ഒഴുകിയ പുഴയെ തടയാനുള്ള ശ്രമം വൈകുന്നേരത്തോടെ വിജയം കാണും http://dlvr.it/QgSFwB,,,1
,2018-08-12T14:05:57.000Z,"CM Pinarayi Vijayan submitted a representation to 
@HMOIndia
 Shri Rajnath Singh. CM expressed gratitude for the timely visit of 
@HMOIndia
 to Kerala to see the severe damages caused by the unprecedented heavy rainfall and the resultant riverine and coastal floods and landslides.",3,10,33
,2018-08-23T06:35:38.000Z,"Kerala rains 2018
A Thrissur temple offers its hall for Muslims to pray; a mosque in Malappuram shelters Hindu families https://thehindu.com/news/national/kerala/flood-hit-kerala-displays-its-secular-lineage/article24754596.ece…",,,6
,2018-12-30T10:00:00.000Z,"“The idea was to create a comprehensive file on the floods of 2018, something that gives the reader a complete picture. I felt it will be useful for future generations.” 
#KeralaFloods",,6,34
