UserTags,TimeStamps,Tweets,Replys,ReTweets,Likes
,2018-10-05T16:17:25.000Z,"""All naval assets at Kochi, both air as well as surface, are being maintained at high alert to render any assistance to the state administration and local population in case of any contingency caused due to adverse weather"": Indian Navy, on heavy rainfall warning in Kerala (ANI)",,7,35
,2018-08-21T06:23:05.000Z,"More Flood relief materials arrive at Cochin port
https://goo.gl/mJmTpL 

#KeralaReliefFund #KeralaFloodRelief #KeralaFlood #Kerala #KerlaFloods #floods #floodrelief #Kochi #ashokanews",,,
,2018-08-18T08:34:17.000Z,"The worst affected places include Aluva, Chalakudy, Chengannur, Alappuzha and Pathanamthitta #KeralaFloods https://dtnext.in/News/National/2018/08/18135150/1084770/Kerala-floods-toll-reaches-180-rescue-operations-continue.vpf…",,2,1
,2018-08-28T22:00:32.000Z,"In a goodwill gesture, Congress President Rahul Gandhi today allowed an air ambulance with a patient to take off first before his helicopter did from a helipad at a college to Alappuzha. #KeralaFloods 
http://bit.ly/2og6woV",7,2,6
,2018-10-17T03:52:04.000Z,"Almost two months ago, Kerala marooned into chaos. In the broken homes that dot Wayanad and Alappuzha, an uncertain recovery is underway.

https://livemint.com/Politics/q7EcgaHsrardvtcNNYGYRN/Kerala-Floods-2018-2-months-later-a-tentative-recovery.html…",,3,4
,2018-08-23T10:35:01.000Z,"Kerala Chief Minister Pinarayi Vijayan today conducted an in-person review of the functioning of relief camps in Chengannur, Kozhencherry, Alappuzha, North Paravoor and Chalakudy.
http://bit.ly/2o1vGaB",,,4
,2018-08-26T08:51:18.000Z,"#How Basil Thampi braved the Kerala floods to make it to the cricket #
Volunteers transport flood-relief supplies at Pandanad in Chengannur Taluk in Alappuzha on August 19 

4:32 AM ET

Deivarayan ... - https://is.gd/cftFjl",,,
,2018-08-11T11:50:35.000Z,"Chief Minister Pinarayi Vijayan, while visiting the flood-affected areas of Idukki, Alappuzha, Ernakulam, Wayanad, Kozhikode and Malappuram districts, said the state should face #KeralaFloods jointly and he offered all support from the government.

http://newindianexpress.com/states/kerala/2018/aug/11/kerala-rains-cm-pinarayi-vijayan-visits-flood-affected-wayanad-announces-financial-aid-1856388.html…",,,2
,2018-08-25T15:35:05.000Z,"People at a relief camp at the St. Josephs Girls Higher Secondary School were on high spirits to get together to celebrate Onam, leaving behind all miseries, at least temporarily.
#KeralaFloods #Onam2018 

http://bit.ly/2Ni8osd",2,2,3
,2018-07-21T08:49:07.000Z,"Kerala: Central government delegation led by Union Minister Kiren Rijiju visited flooded areas of Alappuzha and Kottayam districts, said, ""government had sanctioned aid of Rs 80 crore yesterday.""",,11,75
,2021-10-17T05:48:40.000Z,"NDRF teams have been deployed for rescue and relief operations in Pathanamthitta, Idukki, Alappuzha, Ernakulam, Thrissur, and Malappuram districts, reports 
@vinsonkurian
  #KeralaRains #KeralaFloods",,3,4
