UserTags,TimeStamps,Tweets,Replys,ReTweets,Likes
,2018-08-25T04:31:00.000Z,"Our vulnerability to extreme #rainfall is increasing as land dvpt is changing drainage patterns. When there is more rain than soil can absorb, water will run-off overwhelming streams, drains and rivers: Roxy Mathew Koll, tropical meteorology expert http://bit.ly/2Mx5sLK #Kerala",,4,5
,2019-10-22T04:38:02.000Z,"As several parts of Kerala see heavy rain, here's a look back at this Kerala farmer's prediction from the last time unusual rainfall hit the state: ""The August floods, when half of Wayanad went under water, were just a trailer."" https://trib.al/1sGKzNH",,1,
,2018-08-21T09:31:19.000Z,"Kerala floods have wreaked havoc in the state particularly after August 8, when the latest spell of monsoon fury hit the region. More than 220 people have lost their lives since then.
(
@PrabhashRinkoo
 )
https://indiatoday.in/india/story/kerala-floods-monsoon-rainfall-1319998-2018-08-21…",1,4,9
,2018-08-22T14:00:36.000Z,"#Idukki district recorded highest #rainfall of 14 districts in #Kerala: 679 mm btw Aug 9-15, 2018, 438% or 4 times above normal. #Thrissur received the least, 180.3 mm, still 76% above normal. #KeralaFloods #floods http://bit.ly/2w2xVyR",,1,1
,2018-08-15T09:58:03.000Z,ദുരിതപ്പെയ്ത്തിന്റെ കാലത്ത് നാം ചെയ്യേണ്ടതും അരുതാത്തതും- മുരളി തുമ്മാരുകുടി എഴുതുന്നു http://dlvr.it/QfxrCd,,,
,2018-08-16T11:57:04.000Z,നിലവില്‍ ജില്ലയില്‍ 126 ദുരിതാശ്വാസ ക്യാമ്പുകളിലായി 2751 കുടുംബങ്ങളില്‍ പെട്ട 8788 പേര്‍ താമസിക്കുന്നുണ്ട്. https://mathrubhumi.com/environment/specials/kerala-floods-2018/heavy-rain-in-kozhikode-hill-area-isolated-1.3064456…,,1,
,2019-01-13T08:01:06.000Z,"Amid rising death toll in Kerala floods, Meteorological department predicts more spells of heavy rain - The New Indian Express http://fxmb.info/QwYy9t",,,
,2019-08-11T05:25:48.000Z,"ജനിച്ചത് പ്രളയത്തിൽ അഭയം തേടി കൃപാമരിയ

https://mathrubhumi.com/ernakulam/news/kripamariya-baby-born-while-blood-kerala-flood-2018-heavy-rain-2019-kochi-1.4032576…",,1,2
,2018-08-15T11:37:21.000Z,പ്രളയത്തിനിടെ വൈദ്യുതി അപകടങ്ങള്‍ ഒഴിവാക്കാന്‍ https://mathrubhumi.com/environment/specials/kerala-floods-2018/how-to-avoid-electric-shock-during-heavy-rain-and-floods-kseb-releases-safety-measures-1.3063815…,,,
,2019-01-30T10:05:40.000Z,"KERALA HEAVY RAIN & FLOODS 2018 UPDATES | DUBAI | Vlog #36 https://youtu.be/wi6JEu3PUtI via 
@YouTube",,,
,2018-08-15T15:04:49.000Z,https://mathrubhumi.com/environment/specials/kerala-floods-2018/things-to-do-in-heavy-rain-kerala-by-muralee-thummarukudy-floods2018-1.3063782…,,1,
,2018-08-20T07:45:37.000Z,"Press Statement: According to the news sites the Kerala Flood has been going for 7 days.Till now heavy rainfall,land slide & storm... https://cehrdf.wordpress.com/2018/08/20/coxs-bazar-environment-human-rights-development-forum-cehrdf-urges-urgent-response-over-kerala-flood/…",,,
,2018-08-23T13:43:34.000Z,"Political storm brews after India nixes foreign flood aid A political battle is brewing in flood-ravaged south India, with the ruling party in Kerala state protesting the central government's refusal to accept $100 million in relief offered by foreign go… https://ift.tt/2LnbwBg",,,
,2018-08-23T13:41:09.000Z,"Political storm brews after India nixes foreign flood aid A political battle is brewing in flood-ravaged south India, with the ruling party in Kerala state protesting the central government's refusal to accept $100 million in relief offered by foreign go… https://ift.tt/2LnbwBg",,,
,2018-08-23T13:43:38.000Z,"Political storm brews after India nixes foreign flood aid A political battle is brewing in flood-ravaged south India, with the ruling party in Kerala state protesting the central government's refusal to accept $100 million in relief offered by foreign go… https://ift.tt/2LnbwBg",,,
,2018-08-17T09:57:14.000Z,Mankind: You have yourself to thank for the shit storm that has hit #Kerala No point to #GodsOwnCountry when you sold your own for profit. No God will be living here now.... https://india.mongabay.com/2018/08/15/kerala-floods-the-ghost-of-past-environment-policy-returns/…,,,
,2018-08-16T21:14:38.000Z,"hmm let's see. So far in 2018 there has been

Freak snow storm in Ireland #BeastFromTheEast 

Floods in Kerala #KeralaFlood 

Fires in California #CaliforniaWildfires 

Freak rains in Italy #ItalyBridgeCollapse 

And Trump thinks ",2,,
,2018-08-21T04:46:29.000Z,"In times of crisis, it's the help that you can provide that counts; everything else is just a storm in a teacup. #KeralaFloods #SupportKerala #StandWithKerala",,,3
,2018-08-17T10:10:00.000Z,"Find out how #India is handling the #KeralaFloods as they scale up assistance and #crisis response teams. http://bit.ly/2nKpzHD via .
@economictimes
. Are you #crisis ready? If not, get prepared: http://bit.ly/2L2bcHM .
@RSIS_NTU",,1,3
